eigenvalue	proportion	cumulative
  0      	  0      	  1      	0.096pixel_206-0.09pixel_740-0.089pixel_700+0.089pixel_482-0.084pixel_713...
  0      	  0      	  1      	-0.108pixel_308+0.096pixel_99+0.095pixel_624+0.093pixel_379+0.088pixel_591...
  0      	  0      	  1      	0.136pixel_382+0.128pixel_80+0.105pixel_27+0.09 pixel_511-0.084pixel_987...
  0      	  0      	  1      	-0.104pixel_61-0.103pixel_110+0.102pixel_286-0.1pixel_965+0.1  pixel_673...
  0      	  0      	  1      	-0.117pixel_905+0.103pixel_394-0.099pixel_408+0.093pixel_875+0.093pixel_448...
  0      	  0      	  1      	-0.115pixel_570-0.111pixel_481-0.102pixel_941-0.091pixel_772+0.09 pixel_766...
  0      	  0      	  1      	-0.124pixel_144+0.106pixel_641+0.103pixel_23+0.096pixel_830-0.092pixel_69...
  0      	  0      	  1      	-0.11pixel_206+0.104pixel_364+0.101pixel_175-0.1pixel_173+0.093pixel_613...
  0      	  0      	  1      	0.102pixel_124-0.102pixel_718-0.097pixel_288+0.096pixel_509-0.093pixel_160...
  0      	  0      	  1      	0.111pixel_854-0.103pixel_729-0.099pixel_287-0.09pixel_639-0.089pixel_21...
  0      	  0      	  1      	0.113pixel_815-0.108pixel_311+0.096pixel_158-0.091pixel_893-0.09pixel_73...
  0      	  0      	  1      	0.108pixel_955-0.098pixel_6+0.096pixel_310-0.091pixel_671-0.09pixel_921...
  0      	  0      	  1      	-0.116pixel_984+0.095pixel_7-0.094pixel_467+0.089pixel_619-0.085pixel_948...
  0      	  0      	  1      	0.106pixel_909-0.095pixel_463+0.093pixel_220+0.089pixel_109-0.089pixel_78...
  0      	  0      	  1      	-0.106pixel_186-0.096pixel_677-0.092pixel_656+0.086pixel_192+0.086pixel_238...
  0      	  0      	  1      	-0.098pixel_154+0.095pixel_123+0.093pixel_176-0.09pixel_469+0.085pixel_966...
  0      	  0      	  1      	-0.101pixel_685-0.099pixel_98+0.095pixel_226+0.093pixel_538+0.091pixel_760...
  0      	  0      	  1      	0.116pixel_8-0.115pixel_22-0.107pixel_444+0.105pixel_817-0.105pixel_183...
  0      	  0      	  1      	0.106pixel_162+0.105pixel_1-0.1pixel_29-0.098pixel_194+0.097pixel_623...
  0      	  0      	  1      	0.111pixel_87+0.109pixel_993-0.109pixel_606-0.105pixel_832+0.096pixel_834...
  0      	  0      	  1      	0.099pixel_2-0.098pixel_335-0.095pixel_258-0.092pixel_173+0.089pixel_449...
  0      	  0      	  1      	-0.127pixel_320+0.102pixel_803+0.102pixel_982-0.092pixel_780-0.09pixel_109...
  0      	  0      	  1      	0.122pixel_267+0.109pixel_260-0.102pixel_1-0.098pixel_184-0.092pixel_52...
  0      	  0      	  1      	-0.111pixel_861-0.1pixel_267-0.095pixel_570-0.091pixel_854+0.091pixel_683...
  0      	  0      	  1      	0.106pixel_279+0.091pixel_859+0.09 pixel_685+0.086pixel_392+0.083pixel_219...
  0      	  0      	  1      	-0.114pixel_966-0.109pixel_1+0.106pixel_673-0.103pixel_418-0.097pixel_549...
  0      	  0      	  1      	0.107pixel_454-0.099pixel_607+0.096pixel_180-0.094pixel_117-0.094pixel_459...
  0      	  0      	  1      	0.115pixel_2-0.102pixel_246-0.1pixel_511-0.1pixel_779-0.099pixel_318...
  0      	  0      	  1      	0.113pixel_994-0.105pixel_698-0.103pixel_822-0.103pixel_700+0.096pixel_308...
  0      	  0      	  1      	0.116pixel_185+0.106pixel_976-0.099pixel_386+0.089pixel_88-0.088pixel_347...
  0      	  0      	  1      	0.094pixel_926-0.094pixel_889-0.093pixel_366+0.093pixel_448+0.092pixel_58...
  0      	  0      	  1      	0.124pixel_893-0.096pixel_908-0.092pixel_285+0.091pixel_146-0.089pixel_624...
  0      	  0      	  1      	0.121pixel_43-0.094pixel_145-0.09pixel_23-0.089pixel_924-0.086pixel_300...
  0      	  0      	  1      	-0.117pixel_926+0.116pixel_855+0.114pixel_85+0.103pixel_847-0.092pixel_361...
  0      	  0      	  1      	-0.104pixel_218-0.095pixel_929+0.095pixel_416+0.09 pixel_182+0.088pixel_89...
  0      	  0      	  1      	0.107pixel_98+0.096pixel_842+0.095pixel_633-0.092pixel_604+0.092pixel_391...
  0      	  0      	  1      	0.11 pixel_817-0.106pixel_509-0.103pixel_545-0.094pixel_67-0.091pixel_143...
  0      	  0      	  1      	0.11 pixel_332-0.105pixel_318-0.088pixel_311-0.087pixel_565+0.087pixel_906...
  0      	  0      	  1      	-0.106pixel_491-0.097pixel_570+0.095pixel_39-0.092pixel_96+0.09 pixel_23...
  0      	  0      	  1      	0.1  pixel_59+0.098pixel_110-0.09pixel_255-0.085pixel_763+0.083pixel_545...
  0      	  0      	  1      	-0.106pixel_86+0.102pixel_522+0.098pixel_82+0.094pixel_153-0.094pixel_273...
  0      	  0      	  1      	0.114pixel_962-0.102pixel_919-0.099pixel_934+0.094pixel_32-0.094pixel_17...
  0      	  0      	  1      	0.095pixel_753+0.093pixel_509+0.092pixel_669-0.091pixel_144+0.091pixel_316...
  0      	  0      	  1      	0.101pixel_719+0.1  pixel_947-0.097pixel_974-0.096pixel_581+0.092pixel_330...
  0      	  0      	  1      	-0.096pixel_955-0.094pixel_59-0.094pixel_742-0.093pixel_470+0.093pixel_861...
  0      	  0      	  1      	-0.127pixel_279-0.106pixel_506+0.102pixel_145+0.095pixel_608+0.095pixel_460...
  0      	  0      	  1      	-0.125pixel_862-0.106pixel_604+0.104pixel_796+0.097pixel_642+0.095pixel_541...
  0      	  0      	  1      	-0.11pixel_6+0.101pixel_741+0.099pixel_523+0.096pixel_951+0.089pixel_853...
  0      	  0      	  1      	-0.117pixel_413-0.109pixel_102-0.094pixel_47-0.09pixel_188-0.088pixel_783...
  0      	  0      	  1      	-0.107pixel_815+0.105pixel_181-0.103pixel_646+0.09 pixel_161+0.09 pixel_834...
  0      	  0      	  1      	0.101pixel_989-0.093pixel_523+0.09 pixel_128-0.089pixel_309+0.088pixel_135...
  0      	  0      	  1      	0.102pixel_148+0.09 pixel_44-0.089pixel_895-0.089pixel_108+0.088pixel_930...
  0      	  0      	  1      	0.113pixel_962-0.105pixel_427-0.103pixel_491+0.099pixel_238-0.097pixel_502...
  0      	  0      	  1      	-0.111pixel_862-0.093pixel_838+0.093pixel_215-0.093pixel_307-0.092pixel_454...
  0      	  0      	  1      	0.11 pixel_472-0.109pixel_928-0.101pixel_60+0.091pixel_110+0.087pixel_61...
  0      	  0      	  1      	-0.125pixel_452-0.117pixel_238-0.102pixel_957+0.1  pixel_413-0.099pixel_362...
  0      	  0      	  1      	0.103pixel_930+0.102pixel_409-0.097pixel_356-0.089pixel_877-0.086pixel_624...
  0      	  0      	  1      	-0.112pixel_921-0.105pixel_197-0.099pixel_633-0.098pixel_863+0.097pixel_757...
  0      	  0      	  1      	-0.123pixel_81+0.109pixel_752-0.102pixel_502-0.094pixel_173+0.091pixel_294...
  0      	  0      	  1      	-0.124pixel_52+0.102pixel_45-0.093pixel_523-0.092pixel_887+0.088pixel_456...
  0      	  0      	  1      	-0.128pixel_98+0.103pixel_114-0.089pixel_752-0.085pixel_396-0.084pixel_945...
  0      	  0      	  1      	0.115pixel_145+0.103pixel_222+0.102pixel_129+0.101pixel_901-0.099pixel_186...
  0      	  0      	  1      	0.109pixel_204-0.095pixel_6-0.095pixel_65-0.091pixel_790-0.088pixel_410...
  0      	  0      	  1      	0.105pixel_651-0.096pixel_355-0.09pixel_547+0.09 pixel_534-0.087pixel_508...
  0      	  0      	  1      	0.114pixel_803+0.106pixel_61+0.105pixel_10-0.104pixel_804-0.093pixel_618...
  0      	  0      	  1      	0.118pixel_489+0.115pixel_308+0.111pixel_363-0.11pixel_195-0.096pixel_276...
  0      	  0      	  1      	0.115pixel_858-0.102pixel_158+0.09 pixel_45+0.088pixel_545+0.087pixel_765...
  0      	  0      	  1      	-0.121pixel_21+0.096pixel_526-0.094pixel_883+0.091pixel_603+0.09 pixel_887...
  0      	  0      	  1      	-0.113pixel_114+0.102pixel_932+0.089pixel_87+0.087pixel_629-0.086pixel_993...
  0      	  0      	  1      	0.111pixel_650-0.102pixel_863-0.1pixel_884+0.097pixel_959-0.09pixel_46...
  0      	  0      	  1      	-0.092pixel_110-0.089pixel_312+0.086pixel_443-0.085pixel_1000+0.084pixel_30...
  0      	  0      	  1      	0.108pixel_342+0.099pixel_299-0.098pixel_485-0.097pixel_372-0.094pixel_476...
  0      	  0      	  1      	-0.1pixel_770+0.096pixel_753-0.095pixel_175-0.093pixel_896+0.092pixel_916...
  0      	  0      	  1      	0.101pixel_703-0.099pixel_222-0.098pixel_161+0.095pixel_6+0.092pixel_151...
  0      	  0      	  1      	0.103pixel_378-0.099pixel_556-0.099pixel_410-0.096pixel_565+0.094pixel_287...
  0      	  0      	  1      	-0.099pixel_165-0.098pixel_705+0.094pixel_815+0.093pixel_443+0.093pixel_268...
  0      	  0      	  1      	-0.102pixel_289+0.1  pixel_987+0.095pixel_542-0.093pixel_120+0.09 pixel_127...
  0      	  0      	  1      	-0.098pixel_789+0.097pixel_955+0.088pixel_674+0.087pixel_790-0.086pixel_902...
  0      	  0      	  1      	0.103pixel_222+0.103pixel_39+0.102pixel_259+0.097pixel_762-0.092pixel_981...
  0      	  0      	  1      	-0.118pixel_129+0.102pixel_834-0.092pixel_894-0.091pixel_248+0.088pixel_565...
  0      	  0      	  1      	-0.127pixel_25+0.117pixel_708+0.103pixel_188-0.098pixel_432-0.097pixel_504...
  0      	  0      	  1      	-0.121pixel_654+0.094pixel_902-0.092pixel_641-0.092pixel_292+0.092pixel_441...
  0      	  0      	  1      	0.115pixel_109-0.112pixel_933-0.097pixel_26+0.096pixel_111-0.094pixel_472...
  0      	  0      	  1      	0.111pixel_129+0.111pixel_922+0.103pixel_923+0.097pixel_586-0.095pixel_190...
  0      	  0      	  1      	-0.113pixel_33-0.106pixel_289+0.101pixel_511-0.096pixel_736-0.095pixel_260...
  0      	  0      	  1      	-0.12pixel_994-0.107pixel_277-0.1pixel_139-0.092pixel_505-0.085pixel_728...
  0      	  0      	  1      	0.101pixel_933+0.097pixel_791+0.093pixel_355+0.088pixel_1001-0.088pixel_964...
  0      	  0      	  1      	-0.109pixel_523+0.109pixel_9+0.106pixel_832+0.099pixel_460+0.097pixel_76...
  0      	  0      	  1      	-0.103pixel_669-0.097pixel_519-0.096pixel_504+0.093pixel_154-0.09pixel_254...
  0      	  0      	  1      	-0.118pixel_996-0.117pixel_227+0.103pixel_32+0.1  pixel_675-0.094pixel_523...
  0      	  0      	  1      	0.114pixel_164-0.11pixel_34+0.108pixel_666+0.095pixel_866-0.095pixel_49...
  0      	  0      	  1      	0.108pixel_379+0.107pixel_148+0.106pixel_95+0.098pixel_898-0.096pixel_927...
  0      	  0      	  1      	0.114pixel_225+0.109pixel_188-0.096pixel_275+0.093pixel_206+0.089pixel_377...
  0      	  0      	  1      	0.11 pixel_483+0.09 pixel_128-0.088pixel_5-0.084pixel_422-0.084pixel_855...
  0      	  0      	  1      	0.105pixel_324+0.102pixel_869-0.101pixel_393+0.09 pixel_246-0.087pixel_397...
  0      	  0      	  1      	0.093pixel_221+0.093pixel_855-0.093pixel_556-0.088pixel_654-0.086pixel_708...
  0      	  0      	  1      	-0.129pixel_126-0.115pixel_683+0.103pixel_164+0.096pixel_294+0.094pixel_589...
  0      	  0      	  1      	-0.106pixel_798+0.102pixel_59-0.092pixel_219+0.091pixel_979-0.091pixel_752...
  0      	  0      	  1      	0.121pixel_981-0.097pixel_892+0.095pixel_301-0.091pixel_9+0.09 pixel_190...
